ID,Declarative,Relative,Interrogative,Exclamatory,Imperative,Passive,Cleft,Conditional,Nominal
ALS03,33.33333333333333,51.515151515151516,12.121212121212121,0.0,3.0303030303030303,15.151515151515152,3.0303030303030303,9.090909090909092,15.151515151515152
ALS04,39.58333333333333,27.083333333333332,4.166666666666666,0.0,4.166666666666666,8.333333333333332,6.25,16.666666666666664,16.666666666666664
ALS05,19.230769230769234,57.692307692307686,7.6923076923076925,3.8461538461538463,3.8461538461538463,7.6923076923076925,7.6923076923076925,7.6923076923076925,11.538461538461538
ALS08,30.555555555555557,33.33333333333333,2.7777777777777777,0.0,5.555555555555555,8.333333333333332,11.11111111111111,19.444444444444446,8.333333333333332
ALS09,42.857142857142854,21.428571428571427,9.523809523809524,0.0,2.380952380952381,0.0,7.142857142857142,19.047619047619047,21.428571428571427
ALS10,36.11111111111111,52.77777777777778,8.333333333333332,0.0,0.0,5.555555555555555,22.22222222222222,2.7777777777777777,11.11111111111111
ALS11,36.11111111111111,30.555555555555557,2.7777777777777777,0.0,2.7777777777777777,11.11111111111111,13.88888888888889,8.333333333333332,22.22222222222222
BFC02,26.82926829268293,36.58536585365854,19.51219512195122,0.0,2.4390243902439024,19.51219512195122,9.75609756097561,7.317073170731707,21.951219512195124
BFC06,29.629629629629626,22.22222222222222,7.4074074074074066,0.0,7.4074074074074066,22.22222222222222,0.0,0.0,18.51851851851852
BFC09,31.818181818181817,36.36363636363637,18.181818181818183,0.0,0.0,13.636363636363635,4.545454545454546,0.0,9.090909090909092
BFC10,20.833333333333336,50.0,8.333333333333332,0.0,4.166666666666666,16.666666666666664,25.0,8.333333333333332,8.333333333333332
BOD01,23.076923076923077,25.64102564102564,5.128205128205128,0.0,2.564102564102564,46.15384615384615,7.6923076923076925,0.0,15.384615384615385
BOD04,48.275862068965516,34.48275862068966,3.4482758620689653,0.0,3.4482758620689653,0.0,6.896551724137931,6.896551724137931,13.793103448275861
BOD07,35.714285714285715,40.476190476190474,7.142857142857142,0.0,2.380952380952381,0.0,19.047619047619047,0.0,21.428571428571427
BOD11,33.33333333333333,40.0,6.666666666666667,0.0,0.0,16.666666666666664,13.333333333333334,10.0,13.333333333333334
BOD12,25.806451612903224,32.25806451612903,16.129032258064516,0.0,3.225806451612903,19.35483870967742,16.129032258064516,6.451612903225806,12.903225806451612
BRE04,31.428571428571427,31.428571428571427,11.428571428571429,0.0,2.857142857142857,11.428571428571429,11.428571428571429,0.0,22.857142857142858
BRE14,53.125,34.375,9.375,0.0,0.0,15.625,6.25,0.0,6.25
BRE16,39.02439024390244,24.390243902439025,9.75609756097561,9.75609756097561,4.878048780487805,14.634146341463413,12.195121951219512,0.0,24.390243902439025
CFE02,61.29032258064516,22.58064516129032,0.0,0.0,6.451612903225806,6.451612903225806,3.225806451612903,9.67741935483871,3.225806451612903
CFE05,25.581395348837212,32.55813953488372,16.27906976744186,0.0,6.976744186046512,9.30232558139535,16.27906976744186,2.3255813953488373,23.25581395348837
CFE09,25.0,22.5,7.5,0.0,2.5,20.0,25.0,12.5,15.0
CVL01,10.0,46.666666666666664,30.0,0.0,6.666666666666667,3.3333333333333335,33.33333333333333,10.0,33.33333333333333
CVL02,32.25806451612903,41.935483870967744,0.0,0.0,0.0,22.58064516129032,19.35483870967742,6.451612903225806,12.903225806451612
CVL03,29.629629629629626,44.44444444444444,3.7037037037037033,0.0,0.0,11.11111111111111,18.51851851851852,3.7037037037037033,11.11111111111111
GRE01,38.70967741935484,32.25806451612903,6.451612903225806,0.0,0.0,12.903225806451612,12.903225806451612,0.0,22.58064516129032
GRE03,41.935483870967744,22.58064516129032,6.451612903225806,0.0,6.451612903225806,6.451612903225806,6.451612903225806,6.451612903225806,19.35483870967742
GRE07,34.21052631578947,26.31578947368421,0.0,0.0,0.0,15.789473684210526,15.789473684210526,2.631578947368421,26.31578947368421
GRE13,21.62162162162162,37.83783783783784,2.7027027027027026,0.0,2.7027027027027026,8.108108108108109,16.216216216216218,5.405405405405405,37.83783783783784
HES01,32.25806451612903,45.16129032258064,22.58064516129032,0.0,0.0,3.225806451612903,6.451612903225806,3.225806451612903,9.67741935483871
HES02,42.857142857142854,19.047619047619047,7.936507936507936,0.0,1.5873015873015872,4.761904761904762,4.761904761904762,7.936507936507936,28.57142857142857
HES03,25.0,31.25,12.5,0.0,0.0,37.5,6.25,3.125,25.0
HES05,28.125,40.625,12.5,0.0,0.0,6.25,12.5,12.5,25.0
HES06,63.888888888888886,19.444444444444446,5.555555555555555,0.0,0.0,5.555555555555555,13.88888888888889,0.0,5.555555555555555
HES08,23.404255319148938,23.404255319148938,21.27659574468085,0.0,0.0,6.382978723404255,8.51063829787234,17.02127659574468,29.78723404255319
LDV05,45.0,27.500000000000004,7.5,2.5,0.0,15.0,17.5,10.0,15.0
LDV07,42.10526315789473,23.684210526315788,5.263157894736842,0.0,2.631578947368421,15.789473684210526,13.157894736842104,7.894736842105263,10.526315789473683
LDV08,22.58064516129032,41.935483870967744,0.0,0.0,0.0,19.35483870967742,16.129032258064516,9.67741935483871,9.67741935483871
LDV09,50.0,12.5,3.125,0.0,3.125,25.0,6.25,9.375,12.5
LOR02,23.076923076923077,42.30769230769231,3.8461538461538463,0.0,3.8461538461538463,26.923076923076923,11.538461538461538,7.6923076923076925,11.538461538461538
LOR03,60.86956521739131,19.565217391304348,0.0,0.0,0.0,4.3478260869565215,6.521739130434782,6.521739130434782,8.695652173913043
LOR08,34.375,34.375,12.5,0.0,0.0,12.5,21.875,3.125,21.875
LRE02,28.125,31.25,6.25,0.0,0.0,21.875,21.875,15.625,25.0
LRE09,55.88235294117647,14.705882352941178,2.941176470588235,0.0,0.0,11.76470588235294,17.647058823529413,5.88235294117647,8.823529411764707
LRE11,38.46153846153847,35.8974358974359,12.82051282051282,0.0,0.0,5.128205128205128,23.076923076923077,5.128205128205128,12.82051282051282
LYO01,34.146341463414636,36.58536585365854,12.195121951219512,0.0,7.317073170731707,7.317073170731707,4.878048780487805,4.878048780487805,17.073170731707318
LYO02,26.08695652173913,43.47826086956522,13.043478260869565,0.0,0.0,26.08695652173913,30.434782608695656,13.043478260869565,4.3478260869565215
LYO05,27.586206896551722,44.827586206896555,0.0,0.0,0.0,31.03448275862069,6.896551724137931,17.24137931034483,6.896551724137931
LYO10,34.78260869565217,36.95652173913043,4.3478260869565215,4.3478260869565215,0.0,8.695652173913043,4.3478260869565215,4.3478260869565215,17.391304347826086
LYO11,43.90243902439025,26.82926829268293,7.317073170731707,0.0,0.0,7.317073170731707,12.195121951219512,4.878048780487805,21.951219512195124
NOR04,34.78260869565217,30.434782608695656,13.043478260869565,0.0,4.3478260869565215,13.043478260869565,4.3478260869565215,13.043478260869565,17.391304347826086
NOR05,23.52941176470588,50.0,8.823529411764707,0.0,2.941176470588235,8.823529411764707,26.47058823529412,2.941176470588235,11.76470588235294
NOR10,50.0,31.25,6.25,0.0,0.0,6.25,12.5,3.125,15.625
NOR12,17.142857142857142,37.142857142857146,2.857142857142857,0.0,0.0,17.142857142857142,22.857142857142858,14.285714285714285,20.0
OCM07,34.48275862068966,41.37931034482759,0.0,0.0,0.0,10.344827586206897,10.344827586206897,3.4482758620689653,20.689655172413794
OCM08,28.000000000000004,28.000000000000004,8.0,4.0,4.0,28.000000000000004,16.0,8.0,28.000000000000004
OCM10,29.03225806451613,38.70967741935484,9.67741935483871,0.0,9.67741935483871,6.451612903225806,6.451612903225806,9.67741935483871,12.903225806451612
OCM11,51.11111111111111,13.333333333333334,4.444444444444445,0.0,2.2222222222222223,8.88888888888889,4.444444444444445,4.444444444444445,22.22222222222222
OCM13,16.666666666666664,33.33333333333333,25.0,2.7777777777777777,11.11111111111111,2.7777777777777777,16.666666666666664,0.0,27.77777777777778
OCM14,38.095238095238095,23.809523809523807,9.523809523809524,0.0,0.0,4.761904761904762,30.952380952380953,4.761904761904762,21.428571428571427
OCM18,27.027027027027028,37.83783783783784,10.81081081081081,0.0,0.0,10.81081081081081,21.62162162162162,13.513513513513514,24.324324324324326
PES03,30.76923076923077,46.15384615384615,7.6923076923076925,3.8461538461538463,0.0,0.0,3.8461538461538463,23.076923076923077,7.6923076923076925
PES04,40.0,40.0,13.333333333333334,0.0,6.666666666666667,13.333333333333334,20.0,0.0,13.333333333333334
PES06,45.83333333333333,41.66666666666667,0.0,0.0,0.0,20.833333333333336,8.333333333333332,8.333333333333332,4.166666666666666
PES07,32.0,44.0,4.0,0.0,0.0,24.0,0.0,12.0,12.0
PES08,53.333333333333336,26.666666666666668,0.0,0.0,0.0,10.0,10.0,0.0,13.333333333333334
POF03,24.242424242424242,51.515151515151516,6.0606060606060606,0.0,0.0,9.090909090909092,9.090909090909092,12.121212121212121,18.181818181818183
POF05,25.0,42.857142857142854,7.142857142857142,0.0,3.571428571428571,14.285714285714285,10.714285714285714,7.142857142857142,32.142857142857146
SEN01,51.724137931034484,17.24137931034483,13.793103448275861,0.0,3.4482758620689653,10.344827586206897,6.896551724137931,3.4482758620689653,10.344827586206897
SEN02,26.82926829268293,34.146341463414636,7.317073170731707,0.0,2.4390243902439024,12.195121951219512,21.951219512195124,12.195121951219512,17.073170731707318
SOU01,30.555555555555557,38.88888888888889,11.11111111111111,0.0,0.0,19.444444444444446,22.22222222222222,5.555555555555555,8.333333333333332
SOU07,47.61904761904761,30.952380952380953,2.380952380952381,0.0,7.142857142857142,7.142857142857142,14.285714285714285,7.142857142857142,7.142857142857142
SOU09,23.333333333333332,26.666666666666668,6.666666666666667,0.0,6.666666666666667,26.666666666666668,16.666666666666664,16.666666666666664,16.666666666666664
SOU10,33.33333333333333,51.515151515151516,3.0303030303030303,0.0,0.0,15.151515151515152,27.27272727272727,9.090909090909092,6.0606060606060606
SOU13,29.629629629629626,27.77777777777778,11.11111111111111,0.0,5.555555555555555,3.7037037037037033,18.51851851851852,9.25925925925926,22.22222222222222
SOU14,35.294117647058826,47.05882352941176,5.88235294117647,0.0,5.88235294117647,29.411764705882355,11.76470588235294,0.0,5.88235294117647
SOU15,9.523809523809524,76.19047619047619,9.523809523809524,4.761904761904762,0.0,23.809523809523807,23.809523809523807,4.761904761904762,4.761904761904762
SPC03,47.61904761904761,9.523809523809524,0.0,0.0,4.761904761904762,19.047619047619047,4.761904761904762,9.523809523809524,9.523809523809524
SPC04,34.78260869565217,41.30434782608695,6.521739130434782,0.0,2.1739130434782608,8.695652173913043,13.043478260869565,0.0,19.565217391304348
SPC05,35.13513513513514,21.62162162162162,18.91891891891892,0.0,5.405405405405405,10.81081081081081,10.81081081081081,8.108108108108109,16.216216216216218
SPC08,41.02564102564102,17.94871794871795,10.256410256410255,0.0,12.82051282051282,2.564102564102564,15.384615384615385,0.0,20.51282051282051
SPC09,42.857142857142854,25.0,3.571428571428571,0.0,3.571428571428571,14.285714285714285,3.571428571428571,7.142857142857142,17.857142857142858
UCA02,19.230769230769234,46.15384615384615,7.6923076923076925,7.6923076923076925,0.0,23.076923076923077,11.538461538461538,7.6923076923076925,11.538461538461538
UCA05,23.52941176470588,32.35294117647059,20.588235294117645,0.0,0.0,8.823529411764707,20.588235294117645,8.823529411764707,20.588235294117645
UCA07,25.64102564102564,33.33333333333333,5.128205128205128,0.0,5.128205128205128,7.6923076923076925,23.076923076923077,7.6923076923076925,33.33333333333333
UCA11,23.52941176470588,41.17647058823529,17.647058823529413,0.0,5.88235294117647,17.647058823529413,11.76470588235294,17.647058823529413,17.647058823529413
UCA14,18.181818181818183,31.818181818181817,2.272727272727273,0.0,4.545454545454546,20.454545454545457,18.181818181818183,6.8181818181818175,27.27272727272727
UPL02,28.125,56.25,21.875,0.0,0.0,9.375,15.625,6.25,3.125
UPS04,43.90243902439025,29.268292682926827,4.878048780487805,0.0,0.0,17.073170731707318,9.75609756097561,9.75609756097561,9.75609756097561
UPS10,18.181818181818183,40.909090909090914,9.090909090909092,0.0,6.8181818181818175,9.090909090909092,27.27272727272727,9.090909090909092,29.545454545454547
